kenteken;voertuigsoort;merk;handelsbenaming;datum_tenaamstelling;inrichting;eerste_kleur;tweede_kleur;aantal_cilinders;massa_ledig_voertuig;massa_rijklaar;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;maximum_last_onder_de_vooras_sen_tezamen_koppeling;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;vervaldatum_apk;vervaldatum_apk_dt;aantal_zitplaatsen;cilinderinhoud;bruto_bpm;toegestane_maximum_massa_voertuig;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;catalogusprijs;type;typegoedkeuringsnummer;variant;uitvoering;aantal_rolstoelplaatsen;zuinigheidsclassificatie;maximum_ondersteunende_snelheid;type_gasinstallatie
00KGX5;Personenauto;TOYOTA;TOYOTA AVENSIS;20180126;MPV;GRIJS;Niet geregistreerd;4;1405;1505;20100107;20100107;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. bodemplaat by voorzitting;2020;1;0.07;270;Nee;Nee;Nee;3620;2023;Logisch;00;Ja;2018-01-26T00:00:00.000;2010-01-07T00:00:00.000;2010-01-07T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240125;2024-01-25T00:00:00.000;5;1798;5875;2020;500;1600;31350;T27;e11*2001/116*0331*02;ZRT271(W);ZRT271L-AWXEPW(1C);0;B;;
00KHB1;Personenauto;TOYOTA;TOYOTA COROLLA VERSO;20130629;MPV;GRIJS;Niet geregistreerd;4;1355;1455;20100107;20100107;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;2035;0;0.07;275;Nee;Nee;Nee;3335;2022;Logisch;00;Ja;2013-06-29T00:00:00.000;2010-01-07T00:00:00.000;2010-01-07T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240107;2024-01-07T00:00:00.000;7;1794;6339;2035;450;1300;27840;;e11*2001/116*0222*05;ZNR20(R);ZNR11L-GRMEKW(1F);0;D;0.00;
00KHH2;Personenauto;TOYOTA;TOYOTA YARIS;20191113;MPV;WIT;Niet geregistreerd;4;1025;1125;20091119;20091119;Geen verstrekking in Open Data;Ja;4;4;0;0;379;0;M1;r. op bodemplaat by voorzitting;1480;1;0.07;246;Nee;Nee;Nee;2380;2022;Logisch;00;Ja;2019-11-13T00:00:00.000;2009-11-19T00:00:00.000;2009-11-19T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231107;2023-11-07T00:00:00.000;5;1329;1925;1480;550;900;15649;XP9F(A);e11*2001/116*0249*04;NSP90(H);NSP90L-CHFGKW(5E);0;A;;
00KHL1;Personenauto;TOYOTA;TOYOTA AYGO;20091125;hatchback;WIT;Niet geregistreerd;3;805;905;20091125;20091125;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2009-11-25T00:00:00.000;2009-11-25T00:00:00.000;2009-11-25T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231125;2023-11-25T00:00:00.000;4;998;;1190;;;9965;AB1;e11*2001/116*0236*07;KGB10(H);KGB10L-AHMGKW(1H);0;A;;
00KHN3;Personenauto;TOYOTA;TOYOTA AYGO;20200716;hatchback;GRIJS;Niet geregistreerd;3;805;905;20100104;20100104;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2020-07-16T00:00:00.000;2010-01-04T00:00:00.000;2010-01-04T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230607;2023-06-07T00:00:00.000;4;998;;1190;;;10290;AB1;e11*2001/116*0236*07;KGB10(H);KGB10L-AHMGKW(1H);0;A;;
00KHP5;Personenauto;TOYOTA;TOYOTA PRIUS;20150627;hatchback;GRIJS;Niet geregistreerd;4;1345;1445;20091210;20091210;Geen verstrekking in Open Data;Ja;4;4;0;0;446;0;M1;by bodemplaat r. voorzitting;1805;0;0.00;270;Nee;Nee;Nee;0;2023;Logisch;00;Ja;2015-06-27T00:00:00.000;2009-12-10T00:00:00.000;2009-12-10T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230617;2023-06-17T00:00:00.000;5;1798;;1805;;;29080;XW3(A);e11*2001/116*0264*00;ZVW30(H);ZVW30L-AHXEBW(1A);0;A;0.00;
00KHS3;Personenauto;TOYOTA;TOYOTA YARIS;20150430;MPV;GRIJS;Niet geregistreerd;4;1015;1115;20091201;20091201;Geen verstrekking in Open Data;Ja;4;4;0;0;379;0;M1;r. op bodemplaat by voorzitting;1480;1;0.07;246;Nee;Nee;Nee;2230;2023;Logisch;00;Ja;2015-04-30T00:00:00.000;2009-12-01T00:00:00.000;2009-12-01T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240224;2024-02-24T00:00:00.000;5;1329;3074;1480;550;750;20216;XP9F(A);e11*2001/116*0249*04;NSP90(H);NSP90L-CHLGKW(1E);0;A;;
00KHZ6;Personenauto;TOYOTA;TOYOTA YARIS;20170731;MPV;GRIJS;Niet geregistreerd;3;960;1060;20091128;20091128;Geen verstrekking in Open Data;Ja;4;4;0;0;379;0;M1;r. op bodemplaat by voorzitting;1440;1;0.05;246;Nee;Nee;Nee;2190;2023;Logisch;00;Ja;2017-07-31T00:00:00.000;2009-11-28T00:00:00.000;2009-11-28T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240518;2024-05-18T00:00:00.000;5;998;1281;1440;530;750;13090;XP9F(A);e11*2001/116*0249*04;KSP90(H);KSP90L-CHMRKW(5E);0;A;;
00KJG4;Personenauto;TOYOTA;TOYOTA AYGO;20200208;hatchback;ZWART;Niet geregistreerd;3;805;905;20100120;20100120;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2023;Logisch;00;Ja;2020-02-08T00:00:00.000;2010-01-20T00:00:00.000;2010-01-20T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240206;2024-02-06T00:00:00.000;4;998;;1190;;;11014;AB1;e11*2001/116*0236*07;KGB10(H);KGB10L-AHMGKW(1H);0;A;;
00KJH8;Personenauto;TOYOTA;TOYOTA AVENSIS;;stationwagen;BLAUW;Niet geregistreerd;4;1525;1625;20091211;20091211;Geen verstrekking in Open Data;Nee;4;4;0;0;477;0;M1;r. bodemplaat by voorzitting;2140;0;0.08;270;Ja;Nee;Nee;3940;2022;Logisch;00;Nee;;2009-12-11T00:00:00.000;2009-12-11T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20220527;2022-05-27T00:00:00.000;5;2231;9518;2140;500;1800;38531;T27;e11*2001/116*0331*00;ADT271(WH);ADT271L-AWFGXW(1A);0;C;;
00KJJ7;Personenauto;TOYOTA;TOYOTA YARIS;20151107;MPV;ZWART;Niet geregistreerd;3;960;1060;20091202;20091202;Geen verstrekking in Open Data;Ja;4;4;0;0;379;0;M1;r. op bodemplaat by voorzitting;1440;1;0.05;246;Nee;Nee;Nee;2190;2023;Logisch;00;Ja;2015-11-07T00:00:00.000;2009-12-02T00:00:00.000;2009-12-02T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231202;2023-12-02T00:00:00.000;5;998;1281;1440;530;750;13090;XP9F(A);e11*2001/116*0249*04;KSP90(H);KSP90L-CHMRKW(5E);0;A;;
00KJL4;Personenauto;TOYOTA;TOYOTA AYGO;;hatchback;ZWART;Niet geregistreerd;3;805;905;20091222;20091222;Geen verstrekking in Open Data;Nee;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Ja;Nee;Nee;0;2021;Logisch;00;Nee;;2009-12-22T00:00:00.000;2009-12-22T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20210921;2021-09-21T00:00:00.000;4;998;;1190;;;11014;AB1;e11*2001/116*0236*07;KGB10(H);KGB10L-AHMGKW(1H);0;A;;
00KJP1;Personenauto;TOYOTA;TOYOTA AYGO;20210511;hatchback;BLAUW;Niet geregistreerd;3;805;905;20100102;20100102;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2023;Logisch;00;Ja;2021-05-11T00:00:00.000;2010-01-02T00:00:00.000;2010-01-02T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240511;2024-05-11T00:00:00.000;4;998;;1190;;;11750;AB1;e11*2001/116*0236*07;KGB10(H);KGB10L-AHMGKW(1H);0;A;;
00KJR4;Personenauto;TOYOTA;TOYOTA IQ;20190930;coupe;ZWART;Niet geregistreerd;3;820;920;20100104;20100104;Geen verstrekking in Open Data;Ja;2;4;0;0;299;0;M1;by dwarsbalk;1210;0;0.05;200;Nee;Nee;Nee;0;2023;Logisch;00;Ja;2019-09-30T00:00:00.000;2010-01-04T00:00:00.000;2010-01-04T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230912;2023-09-12T00:00:00.000;4;998;;1210;;;13329;AJ1(A);e6*2001/116*0119*00;KGJ10(G);KGJ10L-BGMRGW(2A);0;A;;
00KJR5;Personenauto;TOYOTA;TOYOTA AVENSIS;20150221;MPV;GRIJS;Niet geregistreerd;4;1385;1485;20100102;20100102;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. bodemplaat by voorzitting;2000;1;0.07;270;Nee;Nee;Nee;3500;2023;Logisch;00;Ja;2015-02-21T00:00:00.000;2010-01-02T00:00:00.000;2010-01-02T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240222;2024-02-22T00:00:00.000;5;1798;5372;2000;500;1500;29350;T27;e11*2001/116*0331*02;ZRT271(W);ZRT271L-AWFEPW(1C);0;B;;
00KJX5;Personenauto;TOYOTA;TOYOTA AYGO;20230420;hatchback;WIT;Niet geregistreerd;3;795;895;20100114;20100114;Geen verstrekking in Open Data;Ja;2;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1180;0;0.06;234;Nee;Nee;Nee;0;2023;Logisch;00;Ja;2023-04-20T00:00:00.000;2010-01-14T00:00:00.000;2010-01-14T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240123;2024-01-23T00:00:00.000;4;998;;1180;;;10500;AB1;e11*2001/116*0236*07;KGB10(G);KGB10L-AGMGKW(1H);0;A;;
00KKB4;Personenauto;TOYOTA;TOYOTA PRIUS;20120821;hatchback;BLAUW;Niet geregistreerd;4;1345;1445;20100104;20100104;Geen verstrekking in Open Data;Ja;4;4;0;0;446;0;M1;by bodemplaat r. voorzitting;1805;0;0.00;270;Nee;Nee;Nee;0;2023;Logisch;00;Ja;2012-08-21T00:00:00.000;2010-01-04T00:00:00.000;2010-01-04T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240104;2024-01-04T00:00:00.000;5;1798;;1805;;;32380;XW3(A);e11*2001/116*0264*00;ZVW30(H);ZVW30L-AHXEBW(1A);0;A;0.00;
00KKF1;Personenauto;TOYOTA;TOYOTA IQ;20200922;coupe;GRIJS;Niet geregistreerd;3;820;920;20100104;20100104;Geen verstrekking in Open Data;Ja;2;4;0;0;299;0;M1;by dwarsbalk;1210;0;0.05;200;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2020-09-22T00:00:00.000;2010-01-04T00:00:00.000;2010-01-04T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230921;2023-09-21T00:00:00.000;4;998;;1210;;;14639;AJ1(A);e6*2001/116*0119*00;KGJ10(G);KGJ10L-BGMRGW(2A);0;A;;
00KKJ5;Personenauto;TOYOTA;TOYOTA AYGO;20100109;hatchback;ZWART;Niet geregistreerd;3;805;905;20100109;20100109;Geen verstrekking in Open Data;Nee;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2023;Logisch;00;Ja;2010-01-09T00:00:00.000;2010-01-09T00:00:00.000;2010-01-09T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240109;2024-01-09T00:00:00.000;4;998;;1190;;;11014;AB1;e11*2001/116*0236*07;KGB10(H);KGB10L-AHMGKW(1H);0;A;;
00KKP9;Personenauto;TOYOTA;TOYOTA AYGO;20200203;hatchback;BLAUW;Niet geregistreerd;3;815;915;20100104;20100104;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;0;0.05;234;Nee;Nee;Nee;0;2023;Logisch;00;Ja;2020-02-03T00:00:00.000;2010-01-04T00:00:00.000;2010-01-04T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230911;2023-09-11T00:00:00.000;4;998;;1190;;;12420;AB1;e11*2001/116*0236*06;KGB10(H);KGB10L-AHGGKW(1G);0;B;;
00KKR1;Personenauto;TOYOTA;TOYOTA AYGO;20230325;hatchback;GROEN;Niet geregistreerd;3;805;905;20100104;20100104;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2023-03-25T00:00:00.000;2010-01-04T00:00:00.000;2010-01-04T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240104;2024-01-04T00:00:00.000;4;998;;1190;;;11715;AB1;e11*2001/116*0236*07;KGB10(H);KGB10L-AHMGKW(1H);0;A;;
00KKX7;Personenauto;TOYOTA;TOYOTA AYGO;20100107;hatchback;ZWART;Niet geregistreerd;3;805;905;20100107;20100107;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2010-01-07T00:00:00.000;2010-01-07T00:00:00.000;2010-01-07T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240107;2024-01-07T00:00:00.000;4;998;;1190;;;11014;AB1;e11*2001/116*0236*07;KGB10(H);KGB10L-AHMGKW(1H);0;A;;
00KLG8;Personenauto;TOYOTA;TOYOTA PRIUS;;hatchback;ZWART;Niet geregistreerd;4;1345;1445;20100106;20100106;Geen verstrekking in Open Data;Nee;4;4;0;0;446;0;M1;by bodemplaat r. voorzitting;1805;0;0.00;270;Ja;Nee;Nee;0;2022;Onlogisch;04;Nee;;2010-01-06T00:00:00.000;2010-01-06T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230106;2023-01-06T00:00:00.000;5;1798;;1805;;;25490;XW3(A);e11*2001/116*0264*00;ZVW30(H);ZVW30L-AHXEBW(2A);0;A;0.00;
00KLG9;Personenauto;TOYOTA;TOYOTA PRIUS;20160402;hatchback;ZWART;Niet geregistreerd;4;1345;1445;20100105;20100105;Geen verstrekking in Open Data;Ja;4;4;0;0;446;0;M1;by bodemplaat r. voorzitting;1805;0;0.00;270;Nee;Nee;Nee;0;2023;Logisch;00;Ja;2016-04-02T00:00:00.000;2010-01-05T00:00:00.000;2010-01-05T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240105;2024-01-05T00:00:00.000;5;1798;;1805;;;25490;XW3(A);e11*2001/116*0264*00;ZVW30(H);ZVW30L-AHXEBW(2A);0;A;0.00;
00KLP8;Personenauto;TOYOTA;TOYOTA AYGO;20180118;hatchback;GRIJS;Niet geregistreerd;3;805;905;20100104;20100104;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2018-01-18T00:00:00.000;2010-01-04T00:00:00.000;2010-01-04T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240116;2024-01-16T00:00:00.000;4;998;;1190;;;11014;AB1;e11*2001/116*0236*07;KGB10(H);KGB10L-AHMGKW(1H);0;A;;
00KLP9;Personenauto;TOYOTA;TOYOTA AYGO;20151005;hatchback;WIT;Niet geregistreerd;3;805;905;20100106;20100106;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Ja;Nee;0;2023;Logisch;00;Ja;2015-10-05T00:00:00.000;2010-01-06T00:00:00.000;2010-01-06T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240202;2024-02-02T00:00:00.000;4;998;;1190;;;9965;AB1;e11*2001/116*0236*07;KGB10(H);KGB10L-AHMGKW(1H);0;A;;
00KLX4;Personenauto;TOYOTA;TOYOTA IQ;20160915;coupe;ZWART;Niet geregistreerd;3;820;920;20100120;20100120;Geen verstrekking in Open Data;Ja;2;4;0;0;299;0;M1;by dwarsbalk;1210;0;0.05;200;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2016-09-15T00:00:00.000;2010-01-20T00:00:00.000;2010-01-20T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231118;2023-11-18T00:00:00.000;4;998;;1210;;;14639;AJ1(A);e6*2001/116*0119*00;KGJ10(G);KGJ10L-BGMRGW(2A);0;A;;
00KLX5;Personenauto;TOYOTA;TOYOTA PRIUS;20140901;hatchback;GRIJS;Niet geregistreerd;4;1345;1445;20100121;20100121;Geen verstrekking in Open Data;Ja;4;4;0;0;446;0;M1;by bodemplaat r. voorzitting;1805;0;0.00;270;Nee;Nee;Nee;0;2023;Logisch;00;Ja;2014-09-01T00:00:00.000;2010-01-21T00:00:00.000;2010-01-21T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240206;2024-02-06T00:00:00.000;5;1798;;1805;;;32380;XW3(A);e11*2001/116*0264*00;ZVW30(H);ZVW30L-AHXEBW(1A);0;A;0.00;
00KLX6;Personenauto;TOYOTA;TOYOTA AYGO;20200819;hatchback;BLAUW;Niet geregistreerd;3;805;905;20100119;20100119;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2020-08-19T00:00:00.000;2010-01-19T00:00:00.000;2010-01-19T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230818;2023-08-18T00:00:00.000;4;998;;1190;;;11770;AB1;e11*2001/116*0236*07;KGB10(H);KGB10L-AHMGKW(1H);0;A;;
00KLX7;Personenauto;TOYOTA;TOYOTA PRIUS;20190218;hatchback;WIT;Niet geregistreerd;4;1345;1445;20100105;20100105;Geen verstrekking in Open Data;Ja;4;4;0;0;446;0;M1;by bodemplaat r. voorzitting;1805;0;0.00;270;Nee;Nee;Nee;0;2023;Logisch;00;Ja;2019-02-18T00:00:00.000;2010-01-05T00:00:00.000;2010-01-05T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240213;2024-02-13T00:00:00.000;5;1798;;1805;;;36729;XW3(A);e11*2001/116*0264*00;ZVW30(H);ZVW30L-AHXEBW(2A);0;A;0.00;
00KNG4;Personenauto;TOYOTA;TOYOTA AURIS;20221011;hatchback;GRIJS;Niet geregistreerd;4;1235;1335;20100226;20100226;Geen verstrekking in Open Data;Ja;2;4;0;0;422;0;M1;op bodemplaat by r. voorzitting;1750;0;0.07;260;Nee;Nee;Nee;3050;2023;Logisch;00;Ja;2022-10-11T00:00:00.000;2010-02-26T00:00:00.000;2010-02-26T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240313;2024-03-13T00:00:00.000;5;1598;4213;1750;450;1300;20580;E15UT(A);e11*2001/116*0305*03;ZRE151(G);ZRE151L-DGMNKW(1D);0;D;;
